,svcscan.nservices,svcscan.kernel_drivers,dlllist.avg_dlls_per_proc,pslist.avg_handlers,handles.nmutant,handles.nkey,handles.nsemaphore,dlllist.ndlls,svcscan.process_services,pslist.avg_threads,ldrmodules.not_in_load,ldrmodules.not_in_load_avg,malfind.uniqueInjections,svcscan.nactive,malfind.commitCharge,ldrmodules.not_in_init_avg,callbacks.ncallbacks,pslist.nppid,psxview.not_in_ethread_pool_false_avg,malfind.ninjections
17163,0.8605696350089129,0.33212590846507106,0.9098143180323109,0.31334603197477684,0.46895438396324096,0.10778564534995781,0.7027311890895066,1.0374038291599015,1.269722931754303,0.7683882759960728,0.7021215878709572,0.18141868674751285,-0.14702744338751797,1.0840631684417943,-0.15963402454956474,-0.04852650890991188,0.35028379579323476,-1.0176337502987316,-0.7166327543070566,-0.19566014644683766
32780,-0.5569767395126958,-0.23112195106275452,-0.7973918754319776,-0.30463924694893685,-0.624078362716,-0.7112609782411381,-0.4374960131882385,-0.6239921374770763,-0.698320322847249,-0.7237811253640193,-0.84238820548302,-0.6136881027258873,-0.26991110722139755,-0.3614777396732898,-0.15996299997746213,-0.3507174996025469,-0.29218527244911147,0.48270749359575776,-0.7166327543070566,-0.26072566073325504
20198,-0.5569767395126958,-0.23112195106275452,-0.705794623807008,-0.273058815510912,-0.2825056293787372,0.03512828357977995,0.2065212029130805,0.13394397868942814,-0.698320322847249,-0.30589602878416927,-0.09676278800178958,-0.22443041508076458,-0.24018343813756077,-9.25126445187877e-05,-0.15996299997746213,-0.016574734226996662,0.02904926167206167,0.8577928045693801,0.1891104309838403,-0.26072566073325504
42629,-0.5569767395126958,-0.23112195106275452,-0.7896919864476352,-0.2886198280438969,-0.6514041813829811,-0.5329201811688834,-0.23690048686159818,-0.49969061442576956,-0.698320322847249,-0.26173753843023073,-0.6293523719169541,-0.44422258116455515,-0.26991110722139755,-9.25126445187877e-05,-0.15996299997746213,-0.20141595917119096,0.02904926167206167,0.48270749359575776,-0.7166327543070566,-0.26072566073325504
25002,0.8605696350089129,0.33212590846507106,1.0877683199734558,0.3304492535520377,0.5782576586311651,0.22007429535841452,0.6710582112484581,0.788800783057288,1.269722931754303,0.9566112336479494,0.6488626294794408,0.2367250048890124,-0.1545911446326097,0.3612927143842522,-0.15963402454956474,-0.11322593836250222,0.35028379579323476,-1.0176337502987316,-0.632628942338645,-0.19566014644683766
53670,-0.5569767395126958,-0.23112195106275452,-1.0489323111629523,-0.40796687871012133,-0.596752544049019,-0.5527358252880228,-0.35303473894544257,-0.46027793638511133,-0.698320322847249,-1.319169830074612,-0.6826113303084707,-0.5233799007058757,-0.26991110722139755,-9.25126445187877e-05,-0.15996299997746213,-0.17493792968100977,0.02904926167206167,0.8577928045693801,-0.06391767783774387,-0.26072566073325504
28549,0.8605696350089129,0.33212590846507106,1.4214401732881428,0.4363825793089698,1.2067514879717287,0.6758341100986212,0.9138843746964964,1.113197440776552,1.269722931754303,1.059916995797702,0.915157421437023,0.32633851957935106,-0.1777483592538251,0.7226779414130232,-0.15946953683561602,-0.030761864709211686,0.35028379579323476,-1.0176337502987316,-0.367506085847016,-0.1305946321604203
27952,0.8605696350089129,0.33212590846507106,1.174681271382836,0.36826405753083447,0.523606021297203,0.45125681008170776,0.4599050256414683,0.628118326429989,1.269722931754303,1.0214598734751068,-0.04350382961027313,-0.3286774555977083,-0.14702744338751797,0.3612927143842522,-0.15963402454956474,-0.6423015688196025,0.35028379579323476,-0.6425484393251093,0.6481351301265161,-0.19566014644683766
42123,-0.5569767395126958,-0.23112195106275452,-1.1214491106905333,-0.42398194544483736,-0.542100906715057,-0.4536576046923257,-0.4163806946275395,-0.40267479155645697,-0.698320322847249,-1.1406812592227713,-0.15002174639330604,0.031005802175141706,-0.26991110722139755,-9.25126445187877e-05,-0.15996299997746213,0.35003845627988006,-0.29218527244911147,1.6079634265166247,-0.7166327543070566,-0.26072566073325504
15661,0.8605696350089129,0.33212590846507106,1.4538224913460933,0.46785380625192724,0.9608191199688995,0.7418862571624192,0.8927690561357975,0.8221499721686142,1.269722931754303,1.2517851520410792,0.8086395046539901,0.35592414396130334,-0.1777483592538251,0.3612927143842522,-0.15946953683561602,-0.08104034743252136,0.35028379579323476,-1.0176337502987316,-0.7166327543070566,-0.1305946321604203
47368,-0.5569767395126958,-0.23112195106275452,-0.8970699705319707,-0.3232899880317582,-0.8153590933848672,-0.40742110174766705,-1.1554168442520039,-0.8119602942863694,-0.698320322847249,-1.0199389903533136,-0.735870288699987,-0.3759328288475954,-0.08558561128625265,-0.3614777396732898,-0.09416791439797988,-0.10579098599903207,0.35028379579323476,0.10762218262213541,-0.7166327543070566,-0.06552911787400295
22070,0.8605696350089129,0.33212590846507106,0.9510493381865036,0.3234891814212066,0.523606021297203,0.0879700012308184,0.5232509813235652,0.6523722821473172,1.269722931754303,0.8926885148324355,0.2760499207388256,-0.015444926458403034,-0.1536407126076842,0.3612927143842522,-0.15963402454956474,-0.31199910775722306,0.35028379579323476,-1.0176337502987316,-0.36098298258808137,-0.19566014644683766
26878,0.8605696350089129,0.33212590846507106,1.4494609097841678,0.47677224846131616,1.1930885786382381,0.8343592630517365,0.861096078294749,0.8191182277039482,1.269722931754303,1.4054057105456335,0.8618984630455067,0.4573060177296901,-0.1777483592538251,0.3612927143842522,-0.15946953683561602,0.08173570854608572,0.35028379579323476,-1.0176337502987316,-0.7166327543070566,-0.1305946321604203
2781,0.8605696350089129,0.33212590846507106,1.1982976392018132,0.41350771444768375,0.5099431119637126,0.22667951006479434,0.6605005519681086,0.797896016451286,1.269722931754303,1.1939183425550053,0.5956036710879243,0.2420783868125104,-0.14702744338751797,0.3612927143842522,-0.15963402454956474,-0.1443955981802833,0.35028379579323476,-1.0176337502987316,-0.3591935439771417,-0.19566014644683766
3749,0.8605696350089129,0.33212590846507106,1.0195791758817785,0.2787911776553339,0.3323252906283359,0.03512828357977995,0.5654816184449633,0.6705627489353133,1.269722931754303,0.7433650623765985,0.3825678375218585,0.04622510426060763,-0.14702744338751797,0.7226779414130232,-0.15963402454956474,-0.27180716337584127,0.35028379579323476,-1.0176337502987316,-0.01837941738697535,-0.19566014644683766
40969,-0.5569767395126958,-0.23112195106275452,-0.8098383392934525,-0.26451535141568505,-0.7333816373839241,-0.7971287694240756,-0.45861133174893753,-0.751325404993049,-0.698320322847249,-0.10649747962513792,-0.735870288699987,-0.4124975499746994,-0.26991110722139755,-9.25126445187877e-05,-0.15996299997746213,-0.22721294710188694,-0.29218527244911147,0.10762218262213541,0.3556848616702415,-0.26072566073325504
43874,-0.5569767395126958,-0.23112195106275452,-0.9267702648558637,-0.3176730347103675,-0.6923929093834525,-0.6253931870582007,-0.37415005750614155,-0.5997381817597481,-0.698320322847249,-0.38172985481047,-0.6826113303084707,-0.4452642982943067,-0.26991110722139755,-9.25126445187877e-05,-0.15996299997746213,-0.1546556938270534,-0.29218527244911147,0.48270749359575776,-0.7166327543070566,-0.26072566073325504
39476,-0.5569767395126958,-0.23112195106275452,-1.071533233009007,-0.35440597212262037,-1.102280189388168,-0.5527358252880228,-0.8386870658415192,-0.9332300728730101,-0.698320322847249,-1.1774289059961023,-0.7891292470915036,-0.31673615703834285,-0.26991110722139755,-1.0842481937308317,-0.15979851226351344,0.04621277332389749,0.02904926167206167,0.48270749359575776,-0.0017543336472267657,-0.19566014644683766
37052,-1.502007655860435,-0.7943698105905801,-1.2100134476001552,-0.5345431153153084,-1.7307740187287315,-2.243670790121253,-2.9291036033507187,-1.9215787683541319,-1.3543347410477662,-0.6695239280481082,-1.321718831006668,-0.3628949914475222,-0.26991110722139755,-2.1684038748171446,-0.16012748769141086,0.005720689354886931,0.35028379579323476,-0.6425484393251093,-0.7166327543070566,-0.32579117501967236
19550,0.8605696350089129,0.33212590846507106,1.0546339309175163,0.36060981097939526,0.6465722052986177,0.22007429535841452,0.6605005519681086,0.8464039278859423,1.269722931754303,0.9449486896212239,0.6488626294794408,0.24421015624465026,-0.14702744338751797,0.3612927143842522,-0.15963402454956474,-0.025028601771690234,0.35028379579323476,-1.0176337502987316,-0.7166327543070566,-0.19566014644683766
9361,0.1517964477481086,0.33212590846507106,-0.09472360633144591,0.03336788967494718,0.3733140186288074,0.9664635571793326,0.4176743885200703,0.07937257832543983,-0.698320322847249,-0.46713546433858194,0.8618984630455067,0.861386491650119,-0.09460153053599524,1.4454483954705653,-0.15963402454956474,0.7147362595145811,0.02904926167206167,0.8577928045693801,2.388826179806743,-0.19566014644683766
8589,0.8605696350089129,0.33212590846507106,0.9098143180323109,0.32004789838193826,0.46895438396324096,0.10778564534995781,0.7132888483698561,1.0374038291599015,1.269722931754303,0.8129686377368429,0.7021215878709572,0.18141868674751285,-0.14702744338751797,1.0840631684417943,-0.15963402454956474,-0.04852650890991188,0.35028379579323476,-1.0176337502987316,-0.7166327543070566,-0.19566014644683766
34305,-0.5569767395126958,-0.23112195106275452,-0.9468838238422334,-0.35411696930285386,-1.1842576453891112,-0.9820747812027102,-1.0815132292895575,-1.0787538071769789,-0.698320322847249,-0.9461673983885266,-0.8956471638745365,-0.3579923193156253,-0.26991110722139755,-1.0842481937308317,-0.15996299997746213,-0.043737270647143216,0.02904926167206167,0.10762218262213541,0.03398958138078613,-0.26072566073325504
8641,0.8605696350089129,0.33212590846507106,0.5849768185125505,0.2598087068290229,-0.07756198937637952,-0.3479741693902488,-0.22634282758124868,-0.9241348394790121,1.269722931754303,0.7856046955983457,-0.3630575799593719,0.405593974168147,0.014316246123504338,0.7226779414130232,-0.15996299997746213,0.01921522704268497,0.35028379579323476,-1.392719061272354,1.7821407061566936,-0.32579117501967236
34462,-0.5569767395126958,-0.23112195106275452,-0.8087774142372697,-0.26832446199394755,-1.129606008055149,-0.7112609782411381,-0.9231483400843151,-1.106039507358973,-0.698320322847249,-0.7445444635508364,-0.9489061222660529,-0.38914611664704507,-0.26991110722139755,-1.0842481937308317,-0.15996299997746213,-0.10699423963769912,-0.29218527244911147,0.10762218262213541,-0.7166327543070566,-0.26072566073325504
40951,-0.5569767395126958,-0.23112195106275452,-0.7250534488885851,-0.2595996905504792,-0.624078362716,-0.6914453341219987,-0.40582303534719005,-0.572452481577754,-0.698320322847249,-0.03236198075195363,-0.735870288699987,-0.5224964760354304,-0.26991110722139755,0.3612927143842522,-0.15996299997746213,-0.29482848581286,-0.29218527244911147,0.48270749359575776,-0.7166327543070566,-0.26072566073325504
44971,-0.5569767395126958,-0.23112195106275452,-1.0428985027194482,-0.4000409802624364,-0.4737863600476044,-0.4272367458668065,-0.025747301254608345,-0.22683361260582796,-0.698320322847249,-0.9151739594031172,-0.09676278800178958,-0.029734665754087754,-0.26991110722139755,-9.25126445187877e-05,-0.15996299997746213,0.2647076548975378,0.02904926167206167,1.6079634265166247,-0.39721899060692445,-0.26072566073325504
19598,0.8605696350089129,0.33212590846507106,1.5240231846417027,0.47966087989702927,1.8079194986453113,1.1117782807196883,0.9349996932571955,1.1889910523932024,1.269722931754303,1.2503109141391335,1.501005963743704,0.7370890380804962,-0.1961809088473396,0.3612927143842522,-0.15930504912166732,0.2520996744907093,0.35028379579323476,-1.0176337502987316,-0.7166327543070566,-0.06552911787400295
57475,-0.5569767395126958,-0.23112195106275452,-0.8134926380661343,-0.26634570342102987,-1.129606008055149,-0.7244714076538977,-0.9231483400843151,-1.1090712518236392,-0.698320322847249,-0.7445444635508364,-0.9489061222660529,-0.38280165444132014,-0.26991110722139755,-1.4456334207596027,-0.15996299997746213,-0.09626959182611312,0.02904926167206167,0.10762218262213541,-0.3215683742140879,-0.26072566073325504
37717,-0.5569767395126958,-0.23112195106275452,-0.8182078601503662,-0.2654662550760119,-1.129606008055149,-0.684840119415619,-0.9442636586450142,-1.1121029962883051,-0.698320322847249,-0.7785963346494403,-1.0021650806575693,-0.46080478864816055,-0.26991110722139755,-1.0842481937308317,-0.15996299997746213,-0.17292589707657574,0.02904926167206167,0.10762218262213541,0.7479961992350547,-0.26072566073325504
53013,-0.5569767395126958,-0.23112195106275452,-0.9836129307220851,-0.31108764132945926,-1.129606008055149,-0.7112609782411381,-0.9231483400843151,-1.1030077628943071,-0.698320322847249,-0.9461673983885266,-0.9489061222660529,-0.3912551831950683,-0.26991110722139755,-1.0842481937308317,-0.15996299997746213,-0.11055933577863311,0.02904926167206167,0.10762218262213541,0.40930074922470744,-0.26072566073325504
6206,0.8605696350089129,0.33212590846507106,1.0559120505230557,0.36165416915915594,0.22302201596041177,0.17383779241375588,0.4176743885200703,0.3946740026507057,1.269722931754303,0.9966510918251739,0.11627304556427624,0.022463763559812232,-0.08558561128625265,0.3612927143842522,-0.15979851226351344,-0.31638944337370034,0.35028379579323476,-1.0176337502987316,-0.7166327543070566,-0.26072566073325504
52818,-0.5569767395126958,-0.23112195106275452,-0.9770999205462719,-0.36150508918063434,-0.596752544049019,-0.6386036164709603,-0.3108041018240446,-0.5209128256784317,-0.698320322847249,-0.9346014315877907,-0.6826113303084707,-0.48837885380004986,-0.26991110722139755,-9.25126445187877e-05,-0.15996299997746213,-0.2853700458703157,-0.29218527244911147,0.8577928045693801,0.5887973986315689,-0.26072566073325504
42386,-0.5569767395126958,-0.23112195106275452,-0.772420561365197,-0.2680583133560646,-0.8290220027183577,-0.6319984017645804,-0.9020330215236162,-0.9635475175196703,-0.698320322847249,-0.7306548798253922,-0.8956471638745365,-0.4259233242148972,-0.26991110722139755,-1.0842481937308317,-0.15996299997746213,-0.15879767789251026,-0.29218527244911147,0.10762218262213541,0.03398958138078613,-0.26072566073325504
57290,-0.5569767395126958,-0.23112195106275452,-1.0710486124477645,-0.4207279863242245,-0.5284379973815665,-0.5064993223433641,-0.3424770796650931,-0.36326211351579873,-0.698320322847249,-1.3366687097304688,-0.41631653835088833,-0.27821344293310224,-0.1777483592538251,-9.25126445187877e-05,5.668165680653077,0.05990368200552552,-0.29218527244911147,1.2328781155430024,-0.7166327543070566,-0.1305946321604203
47876,-0.5569767395126958,-0.23112195106275452,-0.8796236442842681,-0.27468397366760083,-0.8290220027183577,-0.546130610581643,-0.35303473894544257,-0.7998333164277053,-0.698320322847249,-0.8309510915819666,-0.9489061222660529,-0.5885140567521142,3.858980001725848,-1.0842481937308317,2.89227102005472,-0.3206704272994963,-0.29218527244911147,0.48270749359575776,1.2850268025230418,3.5130741678789517
38444,-0.5569767395126958,-0.23112195106275452,-0.9121833583321385,-0.3613159056243413,-0.5284379973815665,-0.5395253958752632,-0.3424770796650931,-0.4724049142437754,-0.698320322847249,-1.1983054762824674,-0.735870288699987,-0.56602826242532,-0.1777483592538251,0.3612927143842522,-0.15946953683561602,-0.3121107696948914,0.02904926167206167,0.48270749359575776,-0.367506085847016,-0.1305946321604203
41808,-0.5569767395126958,-0.23112195106275452,-0.8752620627223412,-0.27549746344775405,-0.8290220027183577,-0.546130610581643,-0.35303473894544257,-0.7968015719630392,-0.698320322847249,-0.8467000831462456,-0.9489061222660529,-0.5848169391533229,3.858980001725848,-1.0842481937308317,2.89227102005472,-0.3142625722419922,0.02904926167206167,0.48270749359575776,-0.34132158646313526,3.5130741678789517
19671,0.8605696350089129,0.33212590846507106,1.496887570061529,0.485047332516193,1.4663467653080484,1.0127000601239913,1.0828069231820883,1.0101181289779073,1.269722931754303,1.350476302172583,1.1281932550030889,0.5718179005152347,-0.1851020072189101,0.3612927143842522,-0.15946953683561602,0.14826379474857687,0.35028379579323476,-1.0176337502987316,-0.7166327543070566,-0.1305946321604203
11222,0.8605696350089129,0.33212590846507106,1.5281358437653594,0.49488374181168965,1.8215824079788017,0.9994896307112316,1.1883835159855831,1.6680066778104332,1.269722931754303,1.29314136133002,2.086854506050385,0.9932525846008431,-0.20846927512013222,0.7226779414130232,-0.15914056140771862,0.5490844273395595,0.35028379579323476,-1.0176337502987316,-0.7166327543070566,-0.00046360358758559334
27402,0.8605696350089129,0.33212590846507106,1.019940229348107,0.27782055500273645,0.3323252906283359,0.028523068873400146,0.5549239591646137,0.6675310044706473,1.269722931754303,0.7549297169713571,0.32930887913034207,0.04654461858362301,-0.14702744338751797,0.7226779414130232,-0.15963402454956474,-0.2716196483287912,0.35028379579323476,-1.0176337502987316,-0.013974465272224774,-0.19566014644683766
30339,-0.5569767395126958,-0.23112195106275452,-0.8087774142372697,-0.2654662550760119,-1.129606008055149,-0.6782349047092391,-0.9231483400843151,-1.106039507358973,-0.698320322847249,-0.6934666537531311,-0.9489061222660529,-0.3849194045809641,-0.26991110722139755,-1.0842481937308317,-0.15996299997746213,-0.09984941579158466,0.02904926167206167,0.10762218262213541,-0.7166327543070566,-0.26072566073325504
23449,0.8605696350089129,0.33212590846507106,1.4760046751927152,0.47485883508196836,1.1794256693047476,0.8079384042262172,0.8083077818930016,0.8373086944919442,1.269722931754303,1.364329108852926,0.9684163798285396,0.5258132783235163,-0.1777483592538251,0.3612927143842522,-0.15946953683561602,0.07650088139584524,0.35028379579323476,-1.0176337502987316,-0.7166327543070566,-0.1305946321604203
46823,-0.5569767395126958,-0.23112195106275452,-0.8087774142372697,-0.2641470821517403,-1.129606008055149,-0.6716296900028593,-0.9442636586450142,-1.106039507358973,-0.698320322847249,-0.7956222733485404,-1.0021650806575693,-0.47312262029479885,-0.26991110722139755,-1.0842481937308317,-0.15996299997746213,-0.19397369102559753,0.02904926167206167,0.10762218262213541,1.3781272564531875,-0.26072566073325504
31386,-0.5569767395126958,-0.23112195106275452,-0.8229230839792308,-0.2980718048470071,-1.0066398240537344,-0.1498177281988546,-0.511399628150685,-0.7604206383870471,-0.698320322847249,-0.6734611759391778,-0.9489061222660529,-0.6086803905218532,-0.26991110722139755,-0.3614777396732898,-0.15996299997746213,-0.35562215395433655,-0.29218527244911147,0.48270749359575776,-0.34132158646313526,-0.26072566073325504
701,0.8605696350089129,0.33212590846507106,1.0156512977779422,0.2834899531967637,0.12738165062597817,-0.004503004658498885,0.44934736636111877,0.3673883024687115,1.269722931754303,0.9624148441325289,0.32930887913034207,0.17659155140055943,-0.14702744338751797,0.7226779414130232,-0.15963402454956474,-0.15700906542370388,0.35028379579323476,-1.0176337502987316,-0.7166327543070566,-0.19566014644683766
609,0.1517964477481086,0.33212590846507106,0.36601174095019423,0.11791728698100559,2.463739146652856,1.699642389587491,1.399536701592573,2.0105938023176932,-0.698320322847249,-0.1251099213376512,1.820559714092803,0.47830179143160473,-0.1777483592538251,1.4454483954705653,-0.15946953683561602,0.26803325543423123,0.02904926167206167,0.8577928045693801,-0.44367918042283144,-0.1305946321604203
57648,-0.5569767395126958,-0.23112195106275452,-0.697667407996818,-0.24924155934635847,-0.7333816373839241,-0.8103391988368353,-0.5219572874310344,-0.7937698274983733,-0.698320322847249,-0.4428797872723865,-0.7891292470915036,-0.45127428529024793,-0.26991110722139755,-0.3614777396732898,-0.15996299997746213,-0.24291117163368522,-0.29218527244911147,0.10762218262213541,0.989327104988021,-0.26072566073325504
15150,0.1517964477481086,0.33212590846507106,0.28342931140812183,0.13540702765193888,0.7285496612995608,1.0721469924814095,0.5971545962860116,0.1460709565480922,-0.698320322847249,-0.19548125373705796,1.021675338220056,0.9650005715730081,-0.02414377918498731,1.4454483954705653,-0.15930504912166732,0.7038574027166625,0.02904926167206167,0.8577928045693801,3.175483056478531,-0.1305946321604203
39055,-0.5569767395126958,-0.23112195106275452,-0.7826623312341172,-0.2897074614394924,-0.7607074560509052,-0.6319984017645804,-0.8809177029629172,-0.8513729723270276,-0.698320322847249,-0.7982416456255115,-0.8956471638745365,-0.5214918995686355,-0.26991110722139755,-9.25126445187877e-05,-0.15996299997746213,-0.25900464092071396,-0.29218527244911147,0.10762218262213541,0.3556848616702415,-0.26072566073325504
52357,-0.5569767395126958,-0.23112195106275452,-0.7581224438798506,-0.2723887700106728,-1.2252463733895826,-1.1538103635685852,-1.176532162812703,-1.3121981309562623,-0.698320322847249,-0.7387069990339901,-0.8956471638745365,-0.187050377935567,-0.26991110722139755,-1.0842481937308317,-0.16012748769141086,0.03982368902315674,-0.29218527244911147,-0.26746312835148695,-0.7166327543070566,-0.32579117501967236
56186,-0.5569767395126958,-0.23112195106275452,-0.621619320253663,-0.21169587731059097,-0.7197187280504336,-0.7574974811857967,-0.45861133174893753,-0.742230171599051,-0.698320322847249,0.12246862947085412,-0.6826113303084707,-0.35711517194032766,-0.26991110722139755,-9.25126445187877e-05,-0.15996299997746213,-0.1833082432930342,-0.29218527244911147,0.10762218262213541,0.989327104988021,-0.26072566073325504
46750,-0.5569767395126958,-0.23112195106275452,-0.7993469665795392,-0.259529978543769,-1.1159430987216585,-0.6782349047092391,-0.9442636586450142,-1.099976018429641,-0.698320322847249,-0.7445444635508364,-0.9489061222660529,-0.3912551831950683,-0.26991110722139755,-1.0842481937308317,-0.15996299997746213,-0.11055933577863311,-0.29218527244911147,0.10762218262213541,-0.7166327543070566,-0.26072566073325504
15608,0.1517964477481086,0.33212590846507106,0.007017569186316517,0.03167344496670314,0.19569619729343074,0.5173089571455058,0.4282320478004198,-0.050992433655198934,-0.698320322847249,-0.3580335441270581,0.8086395046539901,0.9115120534846808,-0.09761933336101487,1.8068336224993362,-0.15979851226351344,0.7279994837228819,0.02904926167206167,0.48270749359575776,2.4752240566774915,-0.26072566073325504
